,cast_id,character,credit_id,gender,id,name,order,movie_id
1,10,Manny Ribera,52fe4219c3a36847f8003e4b,2,1159,Steven Bauer,1,111
2,11,Elvira Hancock,52fe4219c3a36847f8003e4f,1,1160,Michelle Pfeiffer,2,111
3,12,Gina Montana,52fe4219c3a36847f8003e53,1,1161,Mary Elizabeth Mastrantonio,3,111
4,13,Frank Lopez,52fe4219c3a36847f8003e57,2,1162,Robert Loggia,4,111
5,14,Mama Montana,52fe4219c3a36847f8003e5b,1,1163,Miriam Colón,5,111
6,15,Omar Suarez,52fe4219c3a36847f8003e5f,2,1164,F. Murray Abraham,6,111
7,16,Alejandro Sosa,52fe4219c3a36847f8003e63,2,1165,Paul Shenar,7,111
8,17,Mel Bernstein,52fe4219c3a36847f8003e67,2,1166,Harris Yulin,8,111
9,18,Chi Chi,52fe4219c3a36847f8003e6b,2,1167,Ángel Salazar,9,111
10,19,Ernie,52fe4219c3a36847f8003e6f,0,1168,Arnaldo Santana,10,111
11,20,Angel,52fe4219c3a36847f8003e73,1,1169,Pepe Serna,11,111
12,21,Nick The Pig,52fe4219c3a36847f8003e77,2,1170,Michael P. Moran,12,111
13,22,Hector The Toad,52fe4219c3a36847f8003e7b,2,1171,Al Israel,13,111
14,23,Jerry The Banker,52fe4219c3a36847f8003e7f,2,1172,Dennis Holahan,14,111
15,24,Alberto The Shadow,52fe4219c3a36847f8003e83,2,1173,Mark Margolis,15,111
16,110,Vic Phillips,58811c31925141303a0016ea,2,60196,John Carter,16,111
17,78,Sheffield,55f544b3c3a3686cfd0056c6,2,1216866,Michael Alldredge,17,111
18,33,Seidelbaum,55f44f049251417f76002cdc,0,932922,Ted Beniades,18,111
19,34,M.C. at Babylon Club,55f44f1c9251414a5600327b,2,32396,Richard Belzer,19,111
20,35,Immigration Officer #3,55f44f66c3a36871ec003342,2,88965,John Brandon,20,111
21,36,Immigration Officer #2,55f44f7ec3a3686d27003035,2,78498,Tony Perez,21,111
22,37,Immigration Officer #1,55f44f96c3a3686d180030ad,0,1225345,Garnett Smith,22,111
23,38,Cuban Refugee,55f44fc09251414a6700309e,0,139931,Gil Barreto,23,111
24,39,Ronnie Echevierra,55f4501b9251417cfc002928,2,152704,Victor Campos,24,111
25,40,Shooter,55f450589251414a670030b3,0,156019,Rene Carrasco,25,111
26,79,Pedro Quinn,55f949b89251410818001fc7,2,153686,Albert Carrier,26,111
27,42,Shooter #1,55f450d19251413a96002710,2,48136,Gary Carlos Cervantes,27,111
28,43,Matos,55f4511ac3a3680a0d003879,2,1360853,Carlos Augusto Cestero,28,111
29,44,Rebenga,55f4514dc3a3680a0d003882,2,103795,Roberto Contreras,29,111
30,45,Shooter #2,55f4519d9251413a96002734,2,66585,Gregory Cruz,30,111
31,46,General Strasser,55f451c59251417f76002d33,0,152888,Dante D'Andre,31,111
32,47,Male Patron,55f45203c3a3686d0b003780,0,152706,Ben Frommer,32,111
33,48,Car Salesman,55f4522fc3a3686cfd0033db,2,107982,Ronald G. Joseph,33,111
34,49,Interviewer,55f4524fc3a3686d0b00378c,2,44050,Mario Machado,34,111
35,50,Bank Spokesman,55f452aa9251414a670030f5,2,160335,John McCann,35,111
36,51,Ariel Bleyer,55f4531cc3a3686cfd0033f7,0,94893,Victor Millan,36,111
37,52,Waldo,55f453359251413a9600275d,2,47463,Santos Morales,37,111
38,53,Gaspar's Bodyguard,55f4534892514131af000173,2,100260,Mike Moroff,38,111
39,54,Kid #2,55f45364925141666a000b8a,2,12411,Manuel Padilla Jr.,39,111
40,55,Monsignor,55f4539ac3a3686cfd003400,0,194092,Michael Rougas,40,111
41,56,The Skull,55f453b79251413a96002769,2,54864,Geno Silva,41,111
42,57,Helicopter Pilot,55f453e4c3a3686d07003773,0,16563,Charles A. Tamburro,42,111
43,58,Woman at Babylon Club,55f4541bc3a3686d0b0037cf,1,45463,Angela Aames,43,111
44,59,Woman at Babylon Club,55f4543dc3a3686d03003582,1,160253,Lee Benton,44,111
45,60,Woman at Babylon Club,55f45479c3a3686d1800313a,1,52144,Lana Clarkson,45,111
46,61,Woman at Babylon Club,55f4549dc3a3686d1800313c,1,1217468,Ava Lazar,46,111
47,77,Woman at Babylon Club,55f53ccc92514103b6000a04,1,1178618,Shelley Taylor Morgan,47,111
48,62,Woman at Babylon Club,55f454b49251414a67003123,0,538318,Emilia Crow,48,111
49,64,Woman at Babylon Club,55f45575c3a3680a0d003901,0,1228412,Margaret Michaels,49,111
50,65,Woman at Babylon Club,55f4558f9251417cfc0029dc,1,102634,Katt Shea,50,111
51,66,Ambassador's Daughter (uncredited),55f455f0c3a36871ec0033e6,0,1378434,Barclay DeVeau,51,111
52,67,Immigration Officer (voice) (uncredited),55f4560c9251414a5600333d,2,1466,Charles Durning,52,111
53,68,Immigration Officer (voice) (uncredited),55f4561cc3a3680a0d003910,2,11901,Dennis Franz,53,111
54,69,Voice (uncredited),55f456459251417cfc0029f7,1,198980,Linda Gillen,54,111
55,70,Charles Goodson (uncredited),55f4565992514131af0001c2,2,2518,Gregg Henry,55,111
56,71,Extra (uncredited),55f456ffc3a3686d070037e7,0,8657,Kevyn Major Howard,56,111
57,72,Colombian Hitman (uncredited),55f4573ac3a3686d030035eb,2,24969,Henry Kingi,57,111
58,73,Sasso (uncredited),55f45773c3a36871ec003407,2,47772,Jorge Porcel,58,111
59,74,Boy Lying on Raft in Pool (uncredited),55f457bfc3a3686cfd00347f,2,11091,Brett Ratner,59,111
60,75,Boy at Pool (uncredited),55f457eb9251414a67003182,0,1228651,Marcus Shirock,60,111
61,76,Dancer - LaLa (uncredited),55f457ffc3a3686d0b003874,0,163459,Maxine Wasa,61,111
62,105,Mrs. Gutierrez,579654739251416c4e000317,1,1614584,Ilka Tanya Payán,62,111
0,5,Vivian Ward,52fe4219c3a36847f8004051,1,1204,Julia Roberts,0,114
1,6,Edward Lewis,52fe4219c3a36847f8004055,2,1205,Richard Gere,1,114
2,8,James Morse,52fe4219c3a36847f800405d,2,1208,Ralph Bellamy,2,114
3,7,Philip Stuckey,52fe4219c3a36847f8004059,2,1206,Jason Alexander,3,114
4,9,Barney Thompson,52fe4219c3a36847f8004061,2,1210,Héctor Elizondo,4,114
5,10,Mr. Hollister,52fe4219c3a36847f8004065,2,1211,Larry Miller,5,114
6,11,Kit De Luca,52fe4219c3a36847f8004069,1,1212,Laura San Giacomo,6,114
7,16,David Morse,52fe4219c3a36847f8004085,0,747,Alex Hyde-White,7,114
8,17,Bridget,52fe4219c3a36847f8004089,1,1209,Elinor Donahue,8,114
9,18,Elizabeth Stuckey,52fe4219c3a36847f800408d,1,1219,Amy Yasbeck,9,114
10,19,Susan,52fe4219c3a36847f8004091,1,1220,Judith Baldwin,10,114
11,22,Detective,52fe4219c3a36847f80040a1,2,5587,Hank Azaria,11,114
12,23,Mark,52fe4219c3a36847f80040a5,2,42162,John David Carson,12,114
13,24,Maitre D',58ce9836c3a36850f30229ef,0,1779786,Michael French,13,114
14,25,Waiter,58ce98439251415a3d0245a7,0,1708724,Allan Kent,14,114
15,26,Senator Adams,58ce98549251415a3902346c,0,1211994,"Stacy Keach, Sr.",15,114
16,27,Skateboard Kid,591124019251414e8003b524,2,166393,Scott Marshall,16,114
0,12,The Dude,52fe421ac3a36847f8004131,2,1229,Jeff Bridges,0,115
1,13,Walter Sobchak,52fe421ac3a36847f8004135,2,1230,John Goodman,1,115
2,14,Maude Lebowski,52fe421ac3a36847f8004139,1,1231,Julianne Moore,2,115
3,15,"Theodore Donald ""Donny"" Kerabatsos",52fe421ac3a36847f800413d,2,884,Steve Buscemi,3,115
4,17,Brandt,52fe421ac3a36847f8004145,2,1233,Philip Seymour Hoffman,4,115
5,16,Jeffrey Lebowski - The Big Lebowski,52fe421ac3a36847f8004141,2,1232,David Huddleston,5,115
6,26,Jesus Quintana,52fe421ac3a36847f8004169,2,1241,John Turturro,6,115
7,18,Bunny Lebowski,52fe421ac3a36847f8004149,1,1234,Tara Reid,7,115
8,30,The Stranger,52fe421ac3a36847f800417b,2,16431,Sam Elliott,8,115
9,28,Jackie Treehorn,52fe421ac3a36847f8004171,2,856,Ben Gazzara,9,115
10,21,"Nihilist #1, Uli Kunkel/'Karl Hungus'",52fe421ac3a36847f8004155,2,53,Peter Stormare,10,115
11,23,"Nihilist #3, Franz",52fe421ac3a36847f800415d,2,1238,Torsten Voges,11,115
12,22,"Nihilist #2, Kieffer",52fe421ac3a36847f8004159,2,1237,Flea,12,115
13,80,"Nihilist Woman, Franz's Girlfriend",568efcf6c3a368590200400d,1,4771,Aimee Mann,13,115
14,19,"Woo, Treehorn Thug",52fe421ac3a36847f800414d,2,1235,Philip Moon,14,115
15,20,Blond Treehorn Thug,52fe421ac3a36847f8004151,2,1236,Mark Pellegrino,15,115
16,24,Smokey,52fe421ac3a36847f8004161,0,1239,Jimmie Dale Gilmore,16,115
17,25,Marty,52fe421ac3a36847f8004165,2,1240,Jack Kehler,17,115
18,27,"Liam O'Brien, Quintana's Partner",52fe421ac3a36847f800416d,0,1242,James G. Hoosier,18,115
19,38,Knox Harrington,54dae86ac3a368123b000e88,2,11207,David Thewlis,19,115
20,66,Da Fino,56832218c3a3685f890016e9,2,4253,Jon Polito,20,115
21,67,Maude's Thug #1,568ef9eac3a36858f0003ba9,2,58565,Carlos Leon,21,115
22,68,Older Cop,568efa1cc3a3685906003f3b,2,16662,Richard Gant,22,115
23,69,Younger Cop,568efa40c3a36858f4003966,2,41517,Christian Clemenson,23,115
24,70,Tony the Chauffeur,568efa74c3a3685902003f5e,2,60275,Dom Irrera,24,115
25,71,Coffee Shop Waitress,568efabfc3a36858f400397a,0,1433893,Lu Elrod,25,115
26,72,Auto Circus Cop,568efaeb9251416b45003d64,2,162235,Mike Gomez,26,115
27,73,Gary the Bartender,568efb1fc3a3685902003f74,2,154693,Peter Siragusa,27,115
28,74,Doctor,568efbab9251416b4e003cd4,2,116907,Marshall Manesh,28,115
29,75,Arthur Digby Sellers,568efbd0c3a36858f9003d1d,0,4510,Harry Bugin,29,115
30,76,"Pilar, Sellers' Housekeeper",568efc099251416b47003b4b,1,6329,Irene Olga López,30,115
31,77,Corvette Owner,568efc31c3a36858f9003d46,2,66210,Luis Colina,31,115
32,78,Malibu Police Chief,568efc589251416b45003de4,2,169920,Leon Russom,32,115
33,79,Cab Driver,568efcc79251416b47003ba0,0,1325966,Ajgie Kirkland,33,115
34,81,Saddam Hussein,568efd20c3a368590600400c,2,1000228,Jerry Haleva,34,115
35,82,Pancake Waitress,568efd5e9251416b4e003d8b,1,1559637,Jennifer Lamb,35,115
36,105,Little Larry Sellers,57b60ab592514119a1003a2e,2,1667649,Jesse Flanagan,36,115
37,83,Chorine Dancer (uncredited),568efda6c3a36858f0003ccc,1,177164,Wendy Braun,37,115
38,84,Sherry in 'Logjammin' (uncredited),568efdde9251416b47003c18,1,132232,Asia Carrera,38,115
39,85,Dancer (uncredited),568efe029251416b40003daa,1,154207,Kiva Dawson,39,115
40,86,Cook (uncredited),568efe6cc3a36859020040a9,2,1451618,Anthony J. Sacco,40,115
0,16,Chris Wilton,530633d692514134912c121e,2,1244,Jonathan Rhys Meyers,0,116
1,17,Nola Rice,5306347792514134972b7868,1,1245,Scarlett Johansson,1,116
2,18,Chloe Hewett Wilton,530634b3925141348b2dd441,1,1246,Emily Mortimer,2,116
3,19,Alec Hewett,530634cf92514134972b89f1,2,1248,Brian Cox,3,116
4,21,Eleanor Hewett,5306357192514134942b82ca,1,1249,Penelope Wilton,4,116
5,23,Detective Banner,5306371a925141348528300b,2,34715,James Nesbitt,5,116
6,24,Inspector Dowd,5306379292514134912c7e4b,2,1125,Ewen Bremner,6,116
7,22,Heather,530636ff92514134a2286ae9,1,195525,Miranda Raison,7,116
8,25,Mrs. Eastby,53063905c3a3685a8f294651,1,250,Margaret Tyzack,8,116
9,26,Henry,530b670f92514168dc000f90,2,42276,Rupert Penry-Jones,9,116
10,27,Policeman,530b6754925141111700508e,2,20286,Toby Kebbell,10,116
11,28,Mr. Townsend,530b677c925141111a004c90,2,1250,Alexander Armstrong,11,116
12,29,Tom Hewett,532897609251413d860002b9,2,1247,Matthew Goode,12,116
13,30,Estate Agent,56395b1bc3a3681b4b01e773,2,71281,Paul Kaye,13,116
14,33,Ping-Pong Player,56395c389251414ab701e765,2,34546,Mark Gatiss,14,116
15,34,Rod Carver,56395c7a9251414ab701e778,2,10701,Simon Kunz,15,116
16,36,Alan Sinclair,56395cc392514129fe012899,2,80420,Geoffrey Streatfeild,16,116
17,37,John the Chauffeur,56395d309251416d52012105,0,24272,John Fortune,17,116
18,38,Custodian,56395d7fc3a3681b5c02247d,2,47944,Anthony O'Donnell,18,116
19,39,Carol,56395dbb9251414ab701e7af,1,141355,Rose Keegan,19,116
20,40,Samantha,56395e21c3a3681b4b01e7ed,1,25655,Zoe Telford,20,116
21,41,Hewetts' Friend,56395e4ac3a3681b4b01e7f7,0,32559,Scott Handy,21,116
22,43,Margaret,56395e8e925141439c001176,1,4573,Selina Cadell,22,116
23,44,Nola Co-Worker,56395f00c3a3681b520203d0,1,41547,Georgina Chapman,23,116
24,45,Ian,56395f229251414ab701e7ea,2,5414,Colin Salmon,24,116
25,46,Detective Parry,56395f64c3a3681b61021608,2,28485,Steve Pemberton,25,116
26,31,'La Traviata' Performer,56395b74c3a3681b4d0233c4,1,1143403,Janis Kelly,26,116
27,32,'La Traviata' Performer,56395bfa9251413b13002280,0,1471825,Alan Oke,27,116
28,42,Hewetts' Friend,56395e689251414cc900046a,0,55345,Emily Gilchrist,28,116
29,78,Office Worker (uncredited),5887dc2d9251416306004e52,2,1665,Eddie Marsan,29,116
0,14,Eliot Ness,52fe421ac3a36847f800427d,2,1269,Kevin Costner,0,117
1,15,Jim Malone,52fe421ac3a36847f8004281,2,738,Sean Connery,1,117
2,16,Agent Oscar Wallace,52fe421ac3a36847f8004285,2,1270,Charles Martin Smith,2,117
3,17,Agent George Stone/Giuseppe Petri,52fe421ac3a36847f8004289,2,1271,Andy García,3,117
4,18,Al Capone,52fe421ac3a36847f800428d,2,380,Robert De Niro,4,117
5,19,Police Chief Mike Dorsett,52fe421ac3a36847f8004291,2,1272,Richard Bradford,5,117
6,20,Walter Payne,52fe421ac3a36847f8004295,2,1273,Jack Kehoe,6,117
7,21,George,52fe421ac3a36847f8004299,0,1274,Brad Sullivan,7,117
8,22,Frank Nitti,52fe421ac3a36847f800429d,2,1275,Billy Drago,8,117
9,23,Catherine Ness,52fe421ac3a36847f80042a1,1,1276,Patricia Clarkson,9,117
10,24,Bowtie Driver,52fe421ac3a36847f80042a5,2,1277,Vito D'Ambrosio,10,117
11,25,Scoop,52fe421ac3a36847f80042a9,0,1278,Steven Goldstein,11,117
12,26,Lt. Anderson,52fe421ac3a36847f80042ad,0,1279,Peter Aylward,12,117
13,27,Officer Preseuski,52fe421ac3a36847f80042b1,2,1280,Don Harvey,13,117
14,29,Mountie Captain,55d5350d92514102cf0031c0,0,3217,Robert Swan,14,117
15,69,Bartender,59b790c9c3a368157b009a1d,0,1886571,John J. Walsh,15,117
16,30,Alderman,55d5352f92514102c3002eab,2,119230,Del Close,16,117
17,70,Mrs. Blackmer,59b791cdc3a368156c00b370,0,1886574,Colleen Bade,17,117
18,71,Shooting Range Master,59b792a192514167a100a892,0,1802887,Greg Noonan,18,117
19,72,Cop Cousin,59b792b5c3a368159f00945f,0,1886575,Sean Grennan,19,117
20,73,Italian Waiter,59b7930a92514167cd00a7ac,0,1886576,Larry Viverito Sr.,20,117
21,74,Williamson,59b7932a925141677f00a406,0,1886577,Kevin Michael Doyle,21,117
22,31,Overcoat Hood,55d535a2c3a3687b99002910,2,141417,Mike Bacarella,22,117
23,75,Ness' Clerk,59b793fcc3a368159f009565,0,1886578,Michael P. Byrne,23,117
24,76,Ness' Daughter,59b79416c3a36815ac00adc3,0,1886579,Kaitlin Montgomery,24,117
25,77,Blackmer Girl,59b7943bc3a36815cc00ab8a,0,1886580,Aditra Kohl,25,117
26,78,Reporter,59b7945dc3a368157b009cde,0,1886581,Charles Keller Watson,26,117
27,32,Reporter,55d535fbc3a3684d9e00081d,2,92119,Larry Brandenburg,27,117
28,33,Reporter,55d5362192514102c6003036,2,10486,Chelcie Ross,28,117
29,34,Reporter,55d53641925141154e002794,2,987357,Tim Gamble,29,117
30,80,Bailif,59b7948692514167cd00a8bb,0,1886582,Pat Billingsley,30,117
31,79,Bailiff,59b7947092514167d800af22,0,1504098,Sam Smiley,31,117
32,81,Fat Man,59b79538c3a368159f009683,0,1886583,John Bracci,32,117
33,35,Woman in Elevator,55d5369dc3a368507a003332,1,59574,Jennifer Anglin,33,117
34,82,Butler,59b79557925141678300aa1e,0,1886584,Eddie Minasian,34,117
35,36,Judge,55d536c3925141154e0027ac,0,83197,Anthony Mockus Sr.,35,117
36,90,Barber,59b79752c3a368159f0097f6,0,1886590,Louie Lanciloti,36,117
37,37,Defense Attorney,55d536df92514102c600305e,0,1226696,Will Zahrn,37,117
38,67,Bodyguard,5996e69bc3a368172b00a1bd,0,1512293,Vince Viverito,38,117
39,68,Bodyguard,5996e6cdc3a36813de003b71,0,1758644,Valentino Cimo,39,117
40,38,Bodyguard,55d5378792514102d50032a1,0,1228768,Joe Greco,40,117
41,39,Bodyguard,55d537b0c3a3685abc001285,0,17921,Clem Caserta,41,117
42,83,Bodyguard,59b795f6c3a36815cc00ad19,0,1178011,Bob Martana,42,117
43,84,Bodyguard,59b7960bc3a36815ba00a0f7,0,1886585,Joseph Scianablo,43,117
44,85,Bodyguard,59b79625c3a368157b009e41,0,1886586,George S. Spataro,44,117
45,86,Union Station Woman,59b79639c3a368153900b1e9,0,1886587,Melody Rae,45,117
46,40,Gunned Head,55d5380392514102c6003098,2,20625,Robert Miranda,46,117
47,88,Pagliacci,59b79683c3a36815ba00a14f,0,1886588,James Guthrie,47,117
48,89,Hotel Clerk,59b7968e925141678700a961,0,1886589,Basil Reale,48,117
49,42,District Attorney (uncredited),55d5384992514102c8002f87,2,10224,Clifton James,49,117
50,43,Hoodlum (uncredited),56e9a7e7925141763600149f,2,203907,Stephen Burrows,50,117
51,48,Gangster (uncredited),56e9a9fd92514176360014f4,0,1591740,William Rossman,51,117
52,47,Bit (uncredited),56e9a9ae9251417bb9003fbe,0,236495,Robert Minkoff,52,117
53,41,Street Person (uncredited),55d53832c3a368507f003409,2,182287,John Barrowman,53,117
54,44,Train Announcer (uncredited),56e9a82bc3a3682d65004247,0,6852,Jack Fitzstephens,54,117
55,45,Union Station Bodyguard (uncredited),56e9a965c3a3682d69003fb8,0,1591739,Matt Johnston,55,117
