Emily,F,19355,2007.txt
Isabella,F,19137,2007.txt
Emma,F,18372,2007.txt
Ava,F,18047,2007.txt
Madison,F,17958,2007.txt
Sophia,F,17021,2007.txt
Olivia,F,16580,2007.txt
Abigail,F,15468,2007.txt
Hannah,F,13304,2007.txt
Elizabeth,F,13050,2007.txt
Addison,F,11946,2007.txt
Samantha,F,11877,2007.txt
Ashley,F,11425,2007.txt
Alyssa,F,11263,2007.txt
Mia,F,10915,2007.txt
Chloe,F,10747,2007.txt
Natalie,F,10437,2007.txt
Sarah,F,9989,2007.txt
Alexis,F,9909,2007.txt
Grace,F,9762,2007.txt
Ella,F,9544,2007.txt
Brianna,F,8850,2007.txt
Hailey,F,8433,2007.txt
Taylor,F,7960,2007.txt
Anna,F,7888,2007.txt
Kayla,F,7575,2007.txt
Lily,F,7496,2007.txt
Lauren,F,7435,2007.txt
Victoria,F,7431,2007.txt
Savannah,F,7046,2007.txt
Nevaeh,F,6807,2007.txt
Jasmine,F,6765,2007.txt
Lillian,F,6547,2007.txt
Julia,F,6130,2007.txt
Sofia,F,6045,2007.txt
Kaylee,F,6043,2007.txt
Sydney,F,6029,2007.txt
Gabriella,F,5837,2007.txt
Katherine,F,5816,2007.txt
Alexa,F,5784,2007.txt
Destiny,F,5732,2007.txt
Jessica,F,5708,2007.txt
Morgan,F,5662,2007.txt
Kaitlyn,F,5548,2007.txt
Brooke,F,5507,2007.txt
Allison,F,5453,2007.txt
Makayla,F,5422,2007.txt
Avery,F,5382,2007.txt
Alexandra,F,5351,2007.txt
Jocelyn,F,5291,2007.txt
Audrey,F,5249,2007.txt
Riley,F,5208,2007.txt
Maria,F,5122,2007.txt
Kimberly,F,5101,2007.txt
Evelyn,F,5052,2007.txt
Zoe,F,4934,2007.txt
Brooklyn,F,4884,2007.txt
Angelina,F,4856,2007.txt
Rachel,F,4825,2007.txt
Andrea,F,4798,2007.txt
Madeline,F,4703,2007.txt
Maya,F,4699,2007.txt
Kylie,F,4658,2007.txt
Jennifer,F,4648,2007.txt
Mackenzie,F,4623,2007.txt
Claire,F,4612,2007.txt
Leah,F,4547,2007.txt
Gabrielle,F,4542,2007.txt
Aubrey,F,4505,2007.txt
Arianna,F,4480,2007.txt
Vanessa,F,4443,2007.txt
Trinity,F,4371,2007.txt
Ariana,F,4324,2007.txt
Faith,F,4299,2007.txt
Katelyn,F,4253,2007.txt
Haley,F,4198,2007.txt
Amelia,F,4193,2007.txt
Megan,F,4121,2007.txt
Isabelle,F,4104,2007.txt
Sara,F,4019,2007.txt
Melanie,F,3998,2007.txt
Sophie,F,3985,2007.txt
Aaliyah,F,3956,2007.txt
Bailey,F,3930,2007.txt
Layla,F,3900,2007.txt
Nicole,F,3868,2007.txt
Isabel,F,3863,2007.txt
Stephanie,F,3808,2007.txt
Paige,F,3792,2007.txt
Autumn,F,3713,2007.txt
Gianna,F,3713,2007.txt
Mariah,F,3704,2007.txt
Mary,F,3679,2007.txt
Michelle,F,3592,2007.txt
Jada,F,3570,2007.txt
Gracie,F,3475,2007.txt
Molly,F,3413,2007.txt
Valeria,F,3411,2007.txt
Caroline,F,3406,2007.txt
Charlotte,F,3329,2007.txt
Jordan,F,3327,2007.txt
Mya,F,3321,2007.txt
Jenna,F,3301,2007.txt
Madelyn,F,3214,2007.txt
Rebecca,F,3213,2007.txt
Diana,F,3181,2007.txt
Sadie,F,3175,2007.txt
Daniela,F,3076,2007.txt
Natalia,F,3070,2007.txt
Kennedy,F,3053,2007.txt
Amanda,F,3041,2007.txt
Jade,F,3033,2007.txt
Zoey,F,3033,2007.txt
Katie,F,2993,2007.txt
Adriana,F,2926,2007.txt
Ruby,F,2895,2007.txt
Eva,F,2893,2007.txt
Gabriela,F,2857,2007.txt
Amy,F,2829,2007.txt
Briana,F,2824,2007.txt
Naomi,F,2780,2007.txt
Peyton,F,2774,2007.txt
Danielle,F,2772,2007.txt
Lydia,F,2766,2007.txt
Angela,F,2754,2007.txt
Serenity,F,2733,2007.txt
Leslie,F,2690,2007.txt
Keira,F,2675,2007.txt
Camila,F,2663,2007.txt
Rylee,F,2627,2007.txt
Jayla,F,2625,2007.txt
Marissa,F,2621,2007.txt
Jacqueline,F,2620,2007.txt
Giselle,F,2596,2007.txt
Lucy,F,2569,2007.txt
Kate,F,2550,2007.txt
Melissa,F,2503,2007.txt
Breanna,F,2491,2007.txt
Jordyn,F,2488,2007.txt
Genesis,F,2485,2007.txt
Erin,F,2476,2007.txt
Catherine,F,2470,2007.txt
Alana,F,2459,2007.txt
Valerie,F,2424,2007.txt
Amber,F,2404,2007.txt
Lilly,F,2400,2007.txt
Cheyenne,F,2364,2007.txt
Laila,F,2363,2007.txt
Shelby,F,2350,2007.txt
Reese,F,2345,2007.txt
Liliana,F,2317,2007.txt
Angel,F,2294,2007.txt
Payton,F,2282,2007.txt
Miranda,F,2270,2007.txt
Ashlyn,F,2261,2007.txt
Reagan,F,2259,2007.txt
Kylee,F,2254,2007.txt
Bella,F,2253,2007.txt
Summer,F,2251,2007.txt
Mckenzie,F,2230,2007.txt
Ana,F,2224,2007.txt
Juliana,F,2224,2007.txt
Kathryn,F,2211,2007.txt
Alexandria,F,2197,2007.txt
Karen,F,2171,2007.txt
Kendall,F,2165,2007.txt
Daisy,F,2158,2007.txt
Sierra,F,2110,2007.txt
Adrianna,F,2077,2007.txt
Sienna,F,2075,2007.txt
Skylar,F,2056,2007.txt
Jayden,F,2043,2007.txt
Margaret,F,2025,2007.txt
Christina,F,2018,2007.txt
Ellie,F,2010,2007.txt
Bianca,F,1976,2007.txt
Mariana,F,1974,2007.txt
Alicia,F,1948,2007.txt
Alexia,F,1941,2007.txt
Makenzie,F,1938,2007.txt
Maggie,F,1872,2007.txt
Mikayla,F,1852,2007.txt
Laura,F,1840,2007.txt
Alondra,F,1836,2007.txt
Jazmin,F,1832,2007.txt
Jillian,F,1786,2007.txt
Julianna,F,1785,2007.txt
Ariel,F,1779,2007.txt
Kyra,F,1758,2007.txt
Tessa,F,1753,2007.txt
Esmeralda,F,1743,2007.txt
Elena,F,1741,2007.txt
Brooklynn,F,1738,2007.txt
Alina,F,1735,2007.txt
Hayden,F,1734,2007.txt
Annabelle,F,1727,2007.txt
Sabrina,F,1725,2007.txt
Nadia,F,1721,2007.txt
Cadence,F,1707,2007.txt
Kendra,F,1700,2007.txt
Amaya,F,1698,2007.txt
Kelsey,F,1698,2007.txt
Delaney,F,1689,2007.txt
Jasmin,F,1686,2007.txt
Aniyah,F,1685,2007.txt
Hope,F,1683,2007.txt
Cassidy,F,1654,2007.txt
Alivia,F,1647,2007.txt
Chelsea,F,1643,2007.txt
Vivian,F,1639,2007.txt
Tiffany,F,1621,2007.txt
Kiara,F,1619,2007.txt
Caitlyn,F,1611,2007.txt
Aliyah,F,1610,2007.txt
Crystal,F,1596,2007.txt
Camryn,F,1595,2007.txt
Karina,F,1588,2007.txt
Scarlett,F,1582,2007.txt
Karla,F,1580,2007.txt
Abby,F,1577,2007.txt
Joselyn,F,1577,2007.txt
Kelly,F,1568,2007.txt
Josephine,F,1562,2007.txt
Elise,F,1557,2007.txt
Lindsey,F,1555,2007.txt
Mckenna,F,1554,2007.txt
Clara,F,1549,2007.txt
Alaina,F,1538,2007.txt
Violet,F,1537,2007.txt
Caitlin,F,1528,2007.txt
Kyla,F,1528,2007.txt
Courtney,F,1514,2007.txt
Angelica,F,1513,2007.txt
Fatima,F,1512,2007.txt
Julissa,F,1500,2007.txt
Izabella,F,1496,2007.txt
Haylee,F,1494,2007.txt
Allie,F,1487,2007.txt
Dakota,F,1485,2007.txt
Piper,F,1482,2007.txt
Veronica,F,1477,2007.txt
Nora,F,1474,2007.txt
Stella,F,1461,2007.txt
Makenna,F,1459,2007.txt
Jazmine,F,1436,2007.txt
Savanna,F,1412,2007.txt
Mallory,F,1405,2007.txt
Eliana,F,1399,2007.txt
Kayleigh,F,1394,2007.txt
Jamie,F,1392,2007.txt
Leila,F,1392,2007.txt
Joanna,F,1390,2007.txt
Addyson,F,1381,2007.txt
Alejandra,F,1373,2007.txt
Eden,F,1365,2007.txt
Erica,F,1364,2007.txt
Ciara,F,1362,2007.txt
Callie,F,1357,2007.txt
Lila,F,1356,2007.txt
Cassandra,F,1327,2007.txt
Carly,F,1322,2007.txt
Jayda,F,1304,2007.txt
Heaven,F,1297,2007.txt
Dulce,F,1284,2007.txt
Erika,F,1279,2007.txt
Aniya,F,1270,2007.txt
Nina,F,1270,2007.txt
Eleanor,F,1269,2007.txt
Kira,F,1266,2007.txt
Allyson,F,1261,2007.txt
Lola,F,1261,2007.txt
Esther,F,1251,2007.txt
Ashlynn,F,1247,2007.txt
Alayna,F,1246,2007.txt
Carmen,F,1242,2007.txt
Cecilia,F,1242,2007.txt
Kamryn,F,1236,2007.txt
Miley,F,1233,2007.txt
Cynthia,F,1232,2007.txt
Brenda,F,1230,2007.txt
Macy,F,1224,2007.txt
Guadalupe,F,1220,2007.txt
Katelynn,F,1205,2007.txt
London,F,1196,2007.txt
Monica,F,1190,2007.txt
Leilani,F,1188,2007.txt
Kailey,F,1178,2007.txt
Daniella,F,1171,2007.txt
Alison,F,1170,2007.txt
Kara,F,1170,2007.txt
Bethany,F,1166,2007.txt
Madeleine,F,1162,2007.txt
Kiera,F,1147,2007.txt
Miriam,F,1145,2007.txt
Melody,F,1143,2007.txt
Georgia,F,1142,2007.txt
Delilah,F,1136,2007.txt
Lizbeth,F,1132,2007.txt
Josie,F,1129,2007.txt
Kaylie,F,1128,2007.txt
Ivy,F,1126,2007.txt
Ryleigh,F,1124,2007.txt
Heidi,F,1121,2007.txt
Julie,F,1119,2007.txt
Camille,F,1118,2007.txt
Hayley,F,1109,2007.txt
Danica,F,1108,2007.txt
Rebekah,F,1103,2007.txt
Cameron,F,1101,2007.txt
April,F,1093,2007.txt
Lucia,F,1089,2007.txt
Emerson,F,1080,2007.txt
Harmony,F,1077,2007.txt
Anastasia,F,1072,2007.txt
Aurora,F,1066,2007.txt
Iris,F,1066,2007.txt
Lindsay,F,1066,2007.txt
Jadyn,F,1063,2007.txt
Aubree,F,1056,2007.txt
Selena,F,1056,2007.txt
Tatiana,F,1044,2007.txt
Hanna,F,1035,2007.txt
Asia,F,1028,2007.txt
